timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784784788813,970,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,660,0,0
1784784789785,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-10,text,false,,871,0,10,10,null,0,0,0
1784784789516,528,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,325289,134,10,10,https://www.hollandandbarrett.com/basket,389,0,0
1784784788230,1867,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-6,text,false,,15033,129,10,10,https://personal.chase.com/personal,956,0,0
1784784789572,579,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,330943,134,10,10,https://www.hollandandbarrett.com/basket,444,0,0
1784784790045,285,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,278,0,0
1784784789686,707,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,330424,134,10,10,https://www.hollandandbarrett.com/basket,420,0,0
1784784789645,789,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,333289,134,10,10,https://www.hollandandbarrett.com/basket,409,0,0
1784784790152,327,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,322,0,0
1784784790330,348,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,53531,125,10,10,https://automationexercise.com/#google_vignette,320,0,0
1784784790394,285,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,275,0,0
1784784790679,51,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-4,text,false,,6635,126,10,10,https://www.signalhire.com/login,50,0,0
1784784790435,320,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,319,0,0
1784784789645,1289,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,332309,134,10,10,https://www.hollandandbarrett.com/basket,641,0,0
1784784789785,1273,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,330481,134,10,10,https://www.hollandandbarrett.com/basket,650,0,0
1784784789716,1372,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,332209,134,10,10,https://www.hollandandbarrett.com/basket,722,0,0
1784784789741,1352,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,329380,134,10,10,https://www.hollandandbarrett.com/basket,653,0,0
1784784790679,445,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,53525,125,10,10,https://automationexercise.com/#google_vignette,419,0,0
1784784790755,396,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,53521,125,10,10,https://automationexercise.com/#google_vignette,372,0,0
1784784790099,1073,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,122018,149,10,10,https://practicetestautomation.com/practice-test-login/,1028,0,0
1784784789767,1429,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,330479,134,10,10,https://www.hollandandbarrett.com/basket,692,0,0
1784784791125,78,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-7,text,false,,6635,126,10,10,https://www.signalhire.com/login,78,0,0
1784784791151,52,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-2,text,false,,6635,126,10,10,https://www.signalhire.com/login,51,0,0
1784784790730,505,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-4,text,false,,15033,129,10,10,https://personal.chase.com/personal,500,0,0
1784784790935,309,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,300,0,0
1784784790480,926,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,53525,125,10,10,https://automationexercise.com/#google_vignette,912,0,0
1784784791059,360,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,353,0,0
1784784791406,39,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-8,text,false,,6634,126,10,10,https://www.signalhire.com/login,36,0,0
1784784791093,353,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,347,0,0
1784784791088,373,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,369,0,0
1784784791197,282,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,278,0,0
1784784791203,347,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-2,text,false,,15033,129,10,10,https://personal.chase.com/personal,346,0,0
1784784791236,376,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,122026,149,10,10,https://practicetestautomation.com/practice-test-login/,333,0,0
1784784791245,380,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,53525,125,10,10,https://automationexercise.com/#google_vignette,345,0,0
1784784791626,28,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-9,text,false,,6635,126,10,10,https://www.signalhire.com/login,28,0,0
1784784791203,508,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-7,text,false,,15033,129,10,10,https://personal.chase.com/personal,507,0,0
1784784791420,344,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,53531,125,10,10,https://automationexercise.com/#google_vignette,319,0,0
1784784791445,332,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-8,text,false,,15033,129,10,10,https://personal.chase.com/personal,330,0,0
1784784791765,29,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-10,text,false,,6635,126,10,10,https://www.signalhire.com/login,22,0,0
1784784791462,379,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,53521,125,10,10,https://automationexercise.com/#google_vignette,340,0,0
1784784791446,404,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,53519,125,10,10,https://automationexercise.com/#google_vignette,373,0,0
1784784791841,31,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-3,text,false,,6635,126,10,10,https://www.signalhire.com/login,30,0,0
1784784791480,393,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,53529,125,10,10,https://automationexercise.com/#google_vignette,371,0,0
1784784791850,34,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-1,text,false,,6635,126,10,10,https://www.signalhire.com/login,34,0,0
1784784791873,43,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-5,text,false,,6635,126,10,10,https://www.signalhire.com/login,43,0,0
1784784791173,833,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,558,0,0
1784784792006,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-6,text,false,,871,0,10,10,null,0,0,0
1784784791795,349,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-10,text,false,,15033,129,10,10,https://personal.chase.com/personal,347,0,0
1784784791778,371,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,122024,149,10,10,https://practicetestautomation.com/practice-test-login/,331,0,0
1784784791655,510,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-9,text,false,,15033,129,10,10,https://personal.chase.com/personal,509,0,0
1784784791872,344,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-3,text,false,,15033,129,10,10,https://personal.chase.com/personal,344,0,0
1784784791884,336,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-1,text,false,,15033,129,10,10,https://personal.chase.com/personal,333,0,0
1784784791917,336,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-5,text,false,,15033,129,10,10,https://personal.chase.com/personal,335,0,0
1784784791550,967,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,122024,149,10,10,https://practicetestautomation.com/practice-test-login/,915,0,0
1784784792007,522,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,333233,134,10,10,https://www.hollandandbarrett.com/basket,357,0,0
1784784792217,387,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,122026,149,10,10,https://practicetestautomation.com/practice-test-login/,337,0,0
1784784792220,413,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,122020,149,10,10,https://practicetestautomation.com/practice-test-login/,351,0,0
1784784791711,1008,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,121869,149,10,10,https://practicetestautomation.com/practice-test-login/,952,0,0
1784784792529,294,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,285,0,0
1784784792166,949,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,122026,149,10,10,https://practicetestautomation.com/practice-test-login/,896,0,0
1784784792144,1026,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,121869,149,10,10,https://practicetestautomation.com/practice-test-login/,970,0,0
1784784792824,353,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,53519,125,10,10,https://automationexercise.com/#google_vignette,336,0,0
1784784793177,40,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-6,text,false,,6635,126,10,10,https://www.signalhire.com/login,39,0,0
1784784791613,1609,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,627,0,0
1784784793223,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-4,text,false,,871,0,10,10,null,0,0,0
1784784792254,1026,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,121873,149,10,10,https://practicetestautomation.com/practice-test-login/,959,0,0
1784784792518,886,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,592,0,0
1784784793405,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-2,text,false,,871,0,10,10,null,0,0,0
1784784792605,847,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,543,0,0
1784784793453,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-3,text,false,,871,0,10,10,null,0,0,0
1784784792634,859,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,576,0,0
1784784793494,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-1,text,false,,871,0,10,10,null,0,0,0
1784784792720,800,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,531,0,0
1784784793520,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-7,text,false,,871,0,10,10,null,0,0,0
1784784793223,459,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,333362,134,10,10,https://www.hollandandbarrett.com/basket,369,0,0
1784784792149,1614,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,1318,0,0
1784784793764,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-8,text,false,,871,0,10,10,null,0,0,0
1784784793218,711,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-6,text,false,,15033,129,10,10,https://personal.chase.com/personal,402,0,0
1784784793453,536,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,330413,134,10,10,https://www.hollandandbarrett.com/basket,405,0,0
1784784793683,318,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,318,0,0
1784784793116,887,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,595,0,0
1784784794002,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-9,text,false,,871,0,10,10,null,0,0,0
1784784793170,880,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,588,0,0
1784784794049,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-10,text,false,,871,0,10,10,null,0,0,0
1784784793281,848,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,563,0,0
1784784794129,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-5,text,false,,871,0,10,10,null,0,0,0
1784784793405,749,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,330551,134,10,10,https://www.hollandandbarrett.com/basket,429,0,0
1784784793764,485,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,333276,134,10,10,https://www.hollandandbarrett.com/basket,391,0,0
1784784793988,291,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,284,0,0
1784784793928,400,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,122022,149,10,10,https://practicetestautomation.com/practice-test-login/,343,0,0
1784784794001,337,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,53527,125,10,10,https://automationexercise.com/#google_vignette,320,0,0
1784784794338,24,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-4,text,false,,6633,126,10,10,https://www.signalhire.com/login,23,0,0
1784784794154,282,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,275,0,0
1784784794248,291,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,291,0,0
1784784794279,453,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,53527,125,10,10,https://automationexercise.com/#google_vignette,344,0,0
1784784794363,375,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-4,text,false,,15033,129,10,10,https://personal.chase.com/personal,369,0,0
1784784794732,104,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-3,text,false,,6635,126,10,10,https://www.signalhire.com/login,95,0,0
1784784793494,1361,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,334752,134,10,10,https://www.hollandandbarrett.com/basket,793,0,0
1784784794129,729,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,335022,134,10,10,https://www.hollandandbarrett.com/basket,400,0,0
1784784793521,1340,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,331930,134,10,10,https://www.hollandandbarrett.com/basket,827,0,0
1784784794437,432,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,53523,125,10,10,https://automationexercise.com/#google_vignette,363,0,0
1784784794541,360,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,53529,125,10,10,https://automationexercise.com/#google_vignette,336,0,0
1784784794869,39,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-2,text,false,,6635,126,10,10,https://www.signalhire.com/login,38,0,0
1784784794902,29,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-8,text,false,,6635,126,10,10,https://www.signalhire.com/login,29,0,0
1784784794738,380,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,122032,149,10,10,https://practicetestautomation.com/practice-test-login/,331,0,0
1784784794329,831,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,550,0,0
1784784795161,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-6,text,false,,871,0,10,10,null,0,0,0
1784784794855,309,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-1,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,302,0,0
1784784794858,315,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-5,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,309,0,0
1784784794860,322,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,320,0,0
1784784794836,404,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-3,text,false,,15033,129,10,10,https://personal.chase.com/personal,374,0,0
1784784794908,335,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-2,text,false,,15033,129,10,10,https://personal.chase.com/personal,334,0,0
1784784794932,352,HTTP Request Personal.Chase,404,Not Found,Non GUI TestCases Using CSV files  1-8,text,false,,15033,129,10,10,https://personal.chase.com/personal,350,0,0
1784784794050,1394,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,329084,134,10,10,https://www.hollandandbarrett.com/basket,816,0,0
1784784795161,463,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,329063,134,10,10,https://www.hollandandbarrett.com/basket,374,0,0
1784784795244,414,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-2,text,true,,122018,149,10,10,https://practicetestautomation.com/practice-test-login/,345,0,0
1784784795241,427,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-3,text,true,,122024,149,10,10,https://practicetestautomation.com/practice-test-login/,361,0,0
1784784794002,1687,HTTP Request HollandAndBarrett,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,330549,134,10,10,https://www.hollandandbarrett.com/basket,838,0,0
1784784795285,409,HTTP Request PractiseTestAutomation,200,OK,Non GUI TestCases Using CSV files  1-8,text,true,,122030,149,10,10,https://practicetestautomation.com/practice-test-login/,375,0,0
1784784795444,298,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-10,text,true,,9350,123,10,10,https://saucelabs.com/sign-up,289,0,0
1784784795625,335,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-6,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,321,0,0
1784784795183,777,HTTP Request AutomateExercise ,200,OK,Non GUI TestCases Using CSV files  1-7,text,true,,53521,125,10,10,https://automationexercise.com/#google_vignette,746,0,0
1784784795960,41,HTTP Request Singnalhire,403,Forbidden,Non GUI TestCases Using CSV files  1-7,text,false,,6634,126,10,10,https://www.signalhire.com/login,40,0,0
1784784795690,311,HTTP Request Saucelabs,200,OK,Non GUI TestCases Using CSV files  1-9,text,true,,9325,123,10,10,https://saucelabs.com/sign-up,291,0,0
1784784795119,970,HTTP Request EasyCalculation,200,OK,Non GUI TestCases Using CSV files  1-4,text,true,,48247,135,10,10,https://www.easycalculation.com/index.php,634,0,0
1784784796090,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Unrecognized IPv6 address format,Non GUI TestCases Using CSV files  1-4,text,false,,871,0,10,10,null,0,0,0
